case,sequence_id,length,duration,total_xThreat,avg_xThreat,events,outcome
match_20250606_170248,516,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,517,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,518,5,0.066,-0.1,-0.02,"['POSSESSION', 'DRIBBLE', 'PASS_FAILED', 'DRIBBLE', 'POSSESSION']",POSSESSION
match_20250606_170248,519,4,0.132,0.6,0.15,"['POSSESSION', 'DRIBBLE', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,520,4,0.066,-0.1,-0.025,"['POSSESSION', 'DRIBBLE', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,521,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,522,3,0.066,0.75,0.25,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,523,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,524,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,525,3,0.066,0.75,0.25,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,526,3,0.066,0.75,0.25,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,527,3,0.066,0.75,0.25,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,528,3,0.066,0.75,0.25,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,529,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,530,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,531,3,0.066,0.75,0.25,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,532,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,533,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,534,4,0.066,0.8,0.2,"['POSSESSION', 'DRIBBLE', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,535,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,536,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,537,3,0.066,-0.05,-0.016666666666666666,"['POSSESSION', 'CLEAR', 'POSSESSION']",POSSESSION
match_20250606_170248,538,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,539,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,540,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,541,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,542,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,543,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,544,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,545,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,546,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,547,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,548,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,549,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,550,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,551,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,552,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,553,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,554,3,0.066,-0.05,-0.016666666666666666,"['POSSESSION', 'CLEAR', 'POSSESSION']",POSSESSION
match_20250606_170248,555,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,556,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,557,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,558,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,559,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,560,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,561,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,562,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,563,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,564,4,0.066,-0.2,-0.05,"['POSSESSION', 'PASS_FAILED', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,565,3,0.066,0.0,0.0,"['POSSESSION', 'DRIBBLE', 'POSSESSION']",POSSESSION
match_20250606_170248,566,4,0.066,-0.1,-0.025,"['POSSESSION', 'DRIBBLE', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,567,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,568,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,569,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,570,3,0.066,0.8,0.26666666666666666,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,571,6,0.132,-0.1,-0.016666666666666666,"['POSSESSION', 'DRIBBLE', 'DRIBBLE', 'DRIBBLE', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,572,4,0.066,-0.1,-0.025,"['POSSESSION', 'DRIBBLE', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,573,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,574,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,575,3,0.066,0.85,0.2833333333333333,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,576,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,577,3,0.066,-0.02,-0.006666666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,578,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,579,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,580,3,0.066,0.85,0.2833333333333333,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,581,3,0.066,0.85,0.2833333333333333,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,582,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,583,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,584,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,585,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,586,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,587,3,0.066,-0.02,-0.006666666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,588,3,0.066,0.85,0.2833333333333333,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,589,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,590,3,0.066,0.85,0.2833333333333333,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,591,4,0.066,-0.1,-0.025,"['POSSESSION', 'DRIBBLE', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,592,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,593,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,594,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,595,5,0.132,0.8,0.16,"['POSSESSION', 'DRIBBLE', 'DRIBBLE', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,596,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,597,4,0.066,0.85,0.2125,"['POSSESSION', 'DRIBBLE', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,598,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,599,3,0.066,0.85,0.2833333333333333,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,600,3,0.066,0.85,0.2833333333333333,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,601,3,0.066,0.85,0.2833333333333333,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,602,4,0.066,0.87,0.2175,"['POSSESSION', 'DRIBBLE', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,603,4,0.066,-0.2,-0.05,"['POSSESSION', 'PASS_FAILED', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,604,3,0.066,0.0,0.0,"['POSSESSION', 'DRIBBLE', 'POSSESSION']",POSSESSION
match_20250606_170248,605,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,606,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,607,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,608,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,609,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,610,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,611,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,612,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,613,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,614,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,615,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,616,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,617,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,618,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,619,4,0.066,-0.1,-0.025,"['POSSESSION', 'DRIBBLE', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,620,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,621,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,622,3,0.066,0.85,0.2833333333333333,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,623,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,624,4,0.066,-0.1,-0.025,"['POSSESSION', 'DRIBBLE', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,625,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,626,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,627,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,628,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,629,3,0.066,0.03,0.01,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,630,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,631,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,632,3,0.066,-0.05,-0.016666666666666666,"['POSSESSION', 'CLEAR', 'POSSESSION']",POSSESSION
match_20250606_170248,633,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,634,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,635,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,636,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,637,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,638,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,639,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,640,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,641,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,642,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,643,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,644,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,645,4,0.066,0.87,0.2175,"['POSSESSION', 'DRIBBLE', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,646,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,647,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,648,5,0.066,0.72,0.144,"['POSSESSION', 'DRIBBLE_FAILED', 'DRIBBLE', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,649,2,0.066,0.0,0.0,"['POSSESSION', 'POSSESSION']",POSSESSION
match_20250606_170248,650,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,651,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,652,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,653,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,654,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,655,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,656,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,657,3,0.066,0.0,0.0,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,658,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,659,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,660,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,661,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,662,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,663,3,0.066,0.07,0.023333333333333334,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,664,3,0.066,0.87,0.29,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,665,4,0.066,-0.05,-0.0125,"['POSSESSION', 'DRIBBLE', 'CLEAR', 'POSSESSION']",POSSESSION
match_20250606_170248,666,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,667,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,668,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,669,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,670,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,671,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,672,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,673,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,674,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,675,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,676,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,677,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,678,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,679,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,680,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,681,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,682,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,683,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,684,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,685,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,686,3,0.066,0.1,0.03333333333333333,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,687,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,688,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,689,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,690,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,691,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,692,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,693,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,694,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,695,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,696,3,0.066,0.9,0.3,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,697,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,698,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,699,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,700,5,0.066,1.79,0.358,"['POSSESSION', 'PASS', 'DRIBBLE', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,701,2,0.066,0.0,0.0,"['POSSESSION', 'POSSESSION']",POSSESSION
match_20250606_170248,702,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,703,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,704,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,705,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,706,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,707,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,708,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,709,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,710,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,711,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,712,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,713,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,714,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,715,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,716,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,717,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,718,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,719,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,720,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,721,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,722,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,723,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,724,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
match_20250606_170248,725,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,726,3,0.066,-0.15,-0.049999999999999996,"['POSSESSION', 'DRIBBLE_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,727,3,0.066,-0.1,-0.03333333333333333,"['POSSESSION', 'PASS_FAILED', 'POSSESSION']",POSSESSION
match_20250606_170248,728,3,0.066,0.89,0.2966666666666667,"['POSSESSION', 'PASS', 'POSSESSION']",POSSESSION
